"","exposure","outcome_PC1","term","estimate","std.error","statistic","conf.low","conf.high","p.value"
"1","social_relationships_ordinal","IL_10","social_relationships_ordinal.L",-0.645783027406517,0.259273615623812,-2.49073946785046,-1.159991092959,-0.131574961854036,0.014345647931586
"2","social_relationships_ordinal","IL_10","social_relationships_ordinal.Q",-0.179767769729258,0.221457779951817,-0.811747366781924,-0.618977044288825,0.25944150483031,0.418808607167877
"3","social_relationships_ordinal","IL_10","social_relationships_ordinal.C",0.0385041620712216,0.175682352112357,0.219169208564537,-0.309920347742682,0.386928671885125,0.826951966150677
"4","social_relationships_ordinal","IFN_gamma","social_relationships_ordinal.L",-0.603396403737621,0.272869180189377,-2.21130287897978,-1.14456806502094,-0.0622247424543017,0.0292253181638409
"5","social_relationships_ordinal","IFN_gamma","social_relationships_ordinal.Q",-0.121939174992002,0.233070390585712,-0.523186041288065,-0.58417932384899,0.340300973864986,0.601968529176726
"6","social_relationships_ordinal","IFN_gamma","social_relationships_ordinal.C",0.0390771922031,0.184894630636831,0.211348442453449,-0.327617699300059,0.405772083706259,0.833032993873131
"7","social_relationships_ordinal","IL_12p70","social_relationships_ordinal.L",-0.640909135820264,0.258721327031098,-2.47721802904647,-1.15402186720925,-0.12779640443128,0.0148681127289546
"8","social_relationships_ordinal","IL_12p70","social_relationships_ordinal.Q",-0.2417497535751,0.220986044309372,-1.09395936893037,-0.680023451749197,0.196523944598996,0.276524572182503
"9","social_relationships_ordinal","IL_12p70","social_relationships_ordinal.C",-0.0904388024895346,0.175308124450282,-0.515884832908492,-0.438121119999261,0.257243515020192,0.607040498536821
"10","social_relationships_ordinal","IFN_alpha2","social_relationships_ordinal.L",-0.689932368216128,0.230527766198447,-2.99283847492023,-1.14712982129223,-0.232734915140029,0.00345993405463936
"11","social_relationships_ordinal","IFN_alpha2","social_relationships_ordinal.Q",-0.137910601149218,0.196904599014937,-0.700392991525587,-0.528424432316537,0.252603230018101,0.485260996531679
"12","social_relationships_ordinal","IFN_alpha2","social_relationships_ordinal.C",-0.0622504442059082,0.15620432528589,-0.39851933736134,-0.372044881803944,0.247543993392128,0.691072331849346
"13","social_relationships_ordinal","CX3CL1","social_relationships_ordinal.L",-0.130036667201729,0.29918894917736,-0.434630582310187,-0.723407382617634,0.463334048214176,0.664739809193473
"14","social_relationships_ordinal","CX3CL1","social_relationships_ordinal.Q",-0.161709652506259,0.255551342204717,-0.632787333892054,-0.668535466649605,0.345116161637088,0.528274889347847
"15","social_relationships_ordinal","CX3CL1","social_relationships_ordinal.C",0.244066890981538,0.202728758925348,1.20390857358039,-0.157997787709526,0.646131569672603,0.231384389070537
"16","social_relationships_ordinal","IFN_lambda1","social_relationships_ordinal.L",-0.726379976205298,0.264337199332196,-2.74792945540913,-1.25063046577068,-0.202129486639919,0.00708193668947132
"17","social_relationships_ordinal","IFN_lambda1","social_relationships_ordinal.Q",0.100890950065802,0.22578282476581,0.446849534150571,-0.346896030797897,0.548677930929501,0.655921870372326
"18","social_relationships_ordinal","IFN_lambda1","social_relationships_ordinal.C",-0.0871232183011447,0.179113408118062,-0.486413715291028,-0.442352418469872,0.268105981867582,0.627707225769228
"19","social_relationships_ordinal","IFN_lambda2_3","social_relationships_ordinal.L",-0.421976639634185,0.265806110469426,-1.58753551183964,-0.949140367989891,0.105187088721521,0.115456613353321
"20","social_relationships_ordinal","IFN_lambda2_3","social_relationships_ordinal.Q",-0.0771132964500261,0.227037490801206,-0.33965005593524,-0.527388611475391,0.373162018575338,0.734811679611771
"21","social_relationships_ordinal","IFN_lambda2_3","social_relationships_ordinal.C",0.116514172134606,0.180108734090632,0.646910171918563,-0.240689022347882,0.473717366617093,0.519129142678547
"22","social_relationships_ordinal","sTREM_1","social_relationships_ordinal.L",-0.188139724150913,0.302293474650581,-0.622374414030546,-0.787667533624395,0.411388085322568,0.535071095360053
"23","social_relationships_ordinal","sTREM_1","social_relationships_ordinal.Q",-0.225017257841982,0.25820306331197,-0.871474005597326,-0.737102135379283,0.287067619695318,0.385522178965658
"24","social_relationships_ordinal","sTREM_1","social_relationships_ordinal.C",0.276181250519338,0.20483236802578,1.34832816307908,-0.130055440675233,0.682417941713909,0.180510395624867
"25","social_relationships_ordinal","sRAGE","social_relationships_ordinal.L",-0.0613216800101857,0.306165411886055,-0.20028937832144,-0.668528563773596,0.545885203753225,0.841649201209915
"26","social_relationships_ordinal","sRAGE","social_relationships_ordinal.Q",-0.277628426968764,0.261510266870719,-1.06163490363464,-0.7962723627436,0.241015508806072,0.290884389557426
"27","social_relationships_ordinal","sRAGE","social_relationships_ordinal.C",0.416585308208856,0.207455971045019,2.00806612656358,0.00514531921610994,0.828025297201603,0.0472543861873633
"28","social_relationships_ordinal","GM_CSF","social_relationships_ordinal.L",-0.488299477672442,0.230151306877654,-2.12164547009076,-0.944750312475646,-0.0318486428692386,0.0362663980928554
"29","social_relationships_ordinal","GM_CSF","social_relationships_ordinal.Q",-0.249881769690321,0.196583047416929,-1.27112573018746,-0.639757879102617,0.139994339721975,0.20654709146199
"30","social_relationships_ordinal","GM_CSF","social_relationships_ordinal.C",-0.10396058345901,0.155949238555247,-0.666630914149545,-0.413249116690353,0.205327949772334,0.506498441863213
"31","social_relationships_nominal","IL_10","social_relationships_nominalVery good",-0.0745960103468904,0.266126495860562,-0.280302831575159,-0.602395147561344,0.453203126867563,0.779807379446089
"32","social_relationships_nominal","IL_10","social_relationships_nominalGood",-0.415057714230958,0.267441889834916,-1.55195476104047,-0.945465625150999,0.115350196689082,0.123740388691065
"33","social_relationships_nominal","IL_10","social_relationships_nominalFair",-0.849189264036363,0.378860456165613,-2.24143018944461,-1.60056962262214,-0.0978089054505865,0.0271434065109541
"34","social_relationships_nominal","IFN_gamma","social_relationships_nominalVery good",-0.112956196980861,0.280081405805311,-0.403297736442306,-0.668431606732279,0.442519212770557,0.687565175834246
"35","social_relationships_nominal","IFN_gamma","social_relationships_nominalGood",-0.43523082708968,0.281465775265907,-1.54630106157136,-0.993451807155417,0.122990152976058,0.125098973782274
"36","social_relationships_nominal","IFN_gamma","social_relationships_nominalFair",-0.792065374054544,0.398726811562965,-1.98648636380818,-1.58284596298721,-0.00128478512187302,0.049635795793707
"37","social_relationships_nominal","IL_12p70","social_relationships_nominalVery good",-0.125764449511962,0.265559609686938,-0.473582747241656,-0.652439301704099,0.400910402680176,0.636799728188248
"38","social_relationships_nominal","IL_12p70","social_relationships_nominalGood",-0.291051342428747,0.266872201690542,-1.09060194574421,-0.82032941127835,0.238226726420856,0.277992845342386
"39","social_relationships_nominal","IL_12p70","social_relationships_nominalFair",-0.900315299090908,0.378053431094176,-2.38144988258719,-1.65009511378857,-0.150535484393247,0.0190811896141052
"40","social_relationships_nominal","IFN_alpha2","social_relationships_nominalVery good",-0.226315023842105,0.236620862748987,-0.956445772417732,-0.695596696837532,0.242966649153322,0.341086590776615
"41","social_relationships_nominal","IFN_alpha2","social_relationships_nominalGood",-0.451344423959459,0.237790418061621,-1.89807658205343,-0.922945634071762,0.0202567861528453,0.0604855414946622
"42","social_relationships_nominal","IFN_alpha2","social_relationships_nominalFair",-0.953480650099997,0.336855929017878,-2.8305295171141,-1.62155493607551,-0.285406364124486,0.00558846076613339
"43","social_relationships_nominal","CX3CL1","social_relationships_nominalVery good",0.321855550736844,0.307096834566849,1.04805883522314,-0.287198590233013,0.930909691706701,0.297064593503447
"44","social_relationships_nominal","CX3CL1","social_relationships_nominalGood",-0.0637487103243223,0.308614734257468,-0.206564053001885,-0.675813247325947,0.548315826677302,0.83675811869794
"45","social_relationships_nominal","CX3CL1","social_relationships_nominalFair",-0.0653124645999986,0.43718625781618,-0.149392766657958,-0.932368294314513,0.801743365114515,0.881535845078045
"46","social_relationships_nominal","IFN_lambda1","social_relationships_nominalVery good",-0.503663326339712,0.271323915526913,-1.85631747707015,-1.04177031962378,0.0344436669443554,0.0662666304587528
"47","social_relationships_nominal","IFN_lambda1","social_relationships_nominalGood",-0.711622264073708,0.27266499899336,-2.6098775666144,-1.25238898011193,-0.170855548035486,0.0104066274959091
"48","social_relationships_nominal","IFN_lambda1","social_relationships_nominalFair",-1.01350369028181,0.38625955703045,-2.62389285089435,-1.77955842031638,-0.247448960247246,0.010014134160605
"49","social_relationships_nominal","IFN_lambda2_3","social_relationships_nominalVery good",-0.00738695008373177,0.272831651563767,-0.0270751213849002,-0.548484182189476,0.533710282022012,0.978452206526013
"50","social_relationships_nominal","IFN_lambda2_3","social_relationships_nominalGood",-0.352420805852579,0.274180187376856,-1.2853620432033,-0.896192540684366,0.191350928979208,0.201548421235794
"51","social_relationships_nominal","IFN_lambda2_3","social_relationships_nominalFair",-0.514034348836363,0.388405985783636,-1.32344600148029,-1.28434601405644,0.256277316383712,0.188617243542161
"52","social_relationships_nominal","sTREM_1","social_relationships_nominalVery good",0.387902635456939,0.310283415983976,1.25015587515954,-0.227471338181908,1.00327660909579,0.214075494873917
"53","social_relationships_nominal","sTREM_1","social_relationships_nominalGood",-0.0667720372002446,0.31181706611681,-0.214138494828988,-0.685187644158169,0.551643569757679,0.830862408308714
"54","social_relationships_nominal","sTREM_1","social_relationships_nominalFair",-0.128903917427272,0.441722708369132,-0.291820898009055,-1.00495672686799,0.747148892013449,0.771010503452856
"55","social_relationships_nominal","sRAGE","social_relationships_nominalVery good",0.622809765002394,0.314257692680776,1.98184413463204,-0.000446249110624852,1.24606577911541,0.050161222521059
"56","social_relationships_nominal","sRAGE","social_relationships_nominalGood",0.0364780354533174,0.31581098662849,0.115505910173508,-0.589858570852497,0.662814641759132,0.908269024715432
"57","social_relationships_nominal","sRAGE","social_relationships_nominalFair",0.104030946518182,0.447380530140726,0.232533468735125,-0.78324281797966,0.991304711016025,0.816585121260736
"58","social_relationships_nominal","GM_CSF","social_relationships_nominalVery good",-0.061477568038277,0.23623445320386,-0.260239635686098,-0.529992888837655,0.407037752761101,0.795198459764939
"59","social_relationships_nominal","GM_CSF","social_relationships_nominalGood",-0.14037397417199,0.237402098594726,-0.591292052609968,-0.611205044208883,0.330457095864904,0.555620201634275
"60","social_relationships_nominal","GM_CSF","social_relationships_nominalFair",-0.701615081590908,0.336305832357791,-2.08624119502177,-1.36859838058431,-0.0346317825975082,0.0394267891393268
"61","social_relationships_d","IL_10","social_relationships_dLow",-0.66164510094639,0.331835187357112,-1.99389674800927,-1.31961297882071,-0.00367722307206797,0.0487562093446021
"62","social_relationships_d","IFN_gamma","social_relationships_dLow",-0.581798610264947,0.348768587661507,-1.66815083366855,-1.27334229290011,0.109745072370217,0.0982653787751069
"63","social_relationships_d","IL_12p70","social_relationships_dLow",-0.74002716763402,0.328073070792526,-2.25567787641435,-1.39053546332228,-0.0895188719457555,0.0261641713630168
"64","social_relationships_d","IFN_alpha2","social_relationships_dLow",-0.692658850177319,0.295712827041674,-2.34233616818964,-1.27900276029266,-0.106314940061975,0.0210493326781827
"65","social_relationships_d","CX3CL1","social_relationships_dLow",-0.167083687754638,0.381348787619153,-0.438138767393964,-0.923227888489119,0.589060512979842,0.662185747958161
"66","social_relationships_d","IFN_lambda1","social_relationships_dLow",-0.544748740058763,0.344110176918975,-1.58306489199542,-1.22705565472202,0.137558174604497,0.116414179293893
"67","social_relationships_d","IFN_lambda2_3","social_relationships_dLow",-0.376711937292783,0.339318644585116,-1.11020111421637,-1.04951812845958,0.296094253874019,0.269448387793974
"68","social_relationships_d","sTREM_1","social_relationships_dLow",-0.25539602846804,0.386916999877263,-0.660079625731246,-1.02258096551563,0.511788908579553,0.510648119433663
"69","social_relationships_d","sRAGE","social_relationships_dLow",-0.153870686284536,0.397059468675559,-0.387525543208403,-0.941166265379381,0.633424892810309,0.699151610266716
"70","social_relationships_d","GM_CSF","social_relationships_dLow",-0.62398637406701,0.290589963179079,-2.14730876194259,-1.20017259147003,-0.0478001566639915,0.0340696953756616
"71","social_relationships2_d","IL_10","social_relationships2_dLow",-0.460181989196809,0.193115447895148,-2.38293722336839,-0.843094248889081,-0.0772697295045364,0.0189729027012488
"72","social_relationships2_d","IFN_gamma","social_relationships2_dLow",-0.439614146370213,0.202753137289743,-2.16822364500326,-0.84163616379818,-0.0375921289422459,0.0323997047633491
"73","social_relationships2_d","IL_12p70","social_relationships2_dLow",-0.34103115348156,0.194187329961618,-1.75619672791715,-0.726068757306934,0.0440064503438139,0.0819705201867479
"74","social_relationships2_d","IFN_alpha2","social_relationships2_dLow",-0.414849070449645,0.173238659205766,-2.39466798202879,-0.758349329934613,-0.0713488109646777,0.018407801961031
"75","social_relationships2_d","CX3CL1","social_relationships2_dLow",-0.2679232728,0.222329787744046,-1.20507141898792,-0.708762171758506,0.172915626158505,0.230884694372921
"76","social_relationships2_d","IFN_lambda1","social_relationships2_dLow",-0.456865581407801,0.199285147032001,-2.29252198777483,-0.852011214783345,-0.0617199480322578,0.023869471609343
"77","social_relationships2_d","IFN_lambda2_3","social_relationships2_dLow",-0.382128264342198,0.196667528958354,-1.94301655370429,-0.772083644620352,0.0078271159359552,0.0546917753582308
"78","social_relationships2_d","sTREM_1","social_relationships2_dLow",-0.325663255307447,0.225161738739656,-1.44635255141637,-0.772117389954687,0.120790879339793,0.15105689072025
"79","social_relationships2_d","sRAGE","social_relationships2_dLow",-0.343595189247163,0.230613248601913,-1.48991955722492,-0.800858660914531,0.113668282420205,0.139243185848687
"80","social_relationships2_d","GM_CSF","social_relationships2_dLow",-0.220851182659575,0.172791251356148,-1.27813868425762,-0.563464315026704,0.121761949707555,0.204018813793797
"81","social_activities_ordinal","IL_10","social_activities_ordinal.L",-0.64429449038921,0.308734664537752,-2.08688742922298,-1.25659688081559,-0.0319920999628247,0.0393670421442795
"82","social_activities_ordinal","IL_10","social_activities_ordinal.Q",-0.373794731611118,0.25926220219561,-1.44176331314618,-0.887980161320677,0.14039069809844,0.15240278821178
"83","social_activities_ordinal","IL_10","social_activities_ordinal.C",0.0378771453843202,0.197779386912277,0.191512098281103,-0.354371621254075,0.430125912022715,0.848501428289545
"84","social_activities_ordinal","IFN_gamma","social_activities_ordinal.L",-0.559143304234969,0.327134290753882,-1.7092164289669,-1.20793701361304,0.0896504051431002,0.0904222635073733
"85","social_activities_ordinal","IFN_gamma","social_activities_ordinal.Q",-0.227687103484519,0.274713423455497,-0.828816810698744,-0.772516386311773,0.317142179342736,0.40912461008311
"86","social_activities_ordinal","IFN_gamma","social_activities_ordinal.C",-0.0462767990269777,0.209566423518256,-0.220821629009412,-0.461902372739144,0.369348774685188,0.825668461498214
"87","social_activities_ordinal","IL_12p70","social_activities_ordinal.L",-0.471468525505621,0.312184225881801,-1.51022532984779,-1.09061230726085,0.147675256249613,0.13404770915339
"88","social_activities_ordinal","IL_12p70","social_activities_ordinal.Q",-0.19663254507004,0.262158996671235,-0.750050723289236,-0.716563083397884,0.323297993257804,0.454934036478985
"89","social_activities_ordinal","IL_12p70","social_activities_ordinal.C",-0.0952947422131174,0.199989220164282,-0.476499393991521,-0.491926191906143,0.301336707479909,0.634727938195282
"90","social_activities_ordinal","IFN_alpha2","social_activities_ordinal.L",-0.621202421829569,0.277772747352256,-2.2363692181861,-1.17209915204851,-0.0703056916106242,0.0274837930592527
"91","social_activities_ordinal","IFN_alpha2","social_activities_ordinal.Q",-0.133495162337578,0.233261704824417,-0.572297807898057,-0.596114737864573,0.329124413189418,0.568367279006769
"92","social_activities_ordinal","IFN_alpha2","social_activities_ordinal.C",-0.0698116008162484,0.177944785547559,-0.392321700247799,-0.422723113742124,0.283099912109628,0.695631181855474
"93","social_activities_ordinal","CX3CL1","social_activities_ordinal.L",-0.0370301052796816,0.357647352356377,-0.103538038337784,-0.746339275681243,0.67227906512188,0.917737291371791
"94","social_activities_ordinal","CX3CL1","social_activities_ordinal.Q",0.134191131799072,0.300336991054029,0.446801878543598,-0.46145645390753,0.729838717505674,0.655956168252922
"95","social_activities_ordinal","CX3CL1","social_activities_ordinal.C",-0.0611875984498234,0.229113482238059,-0.267062408777179,-0.515580152856756,0.393204955957109,0.789955091166434
"96","social_activities_ordinal","IFN_lambda1","social_activities_ordinal.L",-0.643583471706432,0.318342844935595,-2.0216677771936,-1.27494142181237,-0.01222552160049,0.0458040379477233
"97","social_activities_ordinal","IFN_lambda1","social_activities_ordinal.Q",-0.0471022165567691,0.267330742256594,-0.176194537744404,-0.577289692469946,0.483085259356408,0.860487072104282
"98","social_activities_ordinal","IFN_lambda1","social_activities_ordinal.C",-0.236283754006819,0.203934510540111,-1.15862564595385,-0.640739756642947,0.168172248629308,0.249288074031204
"99","social_activities_ordinal","IFN_lambda2_3","social_activities_ordinal.L",-0.478437383270009,0.317091516886981,-1.50883059870862,-1.10731361932378,0.150438852783767,0.134403513229891
"100","social_activities_ordinal","IFN_lambda2_3","social_activities_ordinal.Q",-0.188984753472358,0.26627993033679,-0.709722107983619,-0.717088191782088,0.339118684837372,0.479480107474565
"101","social_activities_ordinal","IFN_lambda2_3","social_activities_ordinal.C",-0.0574476949310479,0.203132893738669,-0.282808430844068,-0.460313879707027,0.345418489844932,0.777891258164179
"102","social_activities_ordinal","sTREM_1","social_activities_ordinal.L",-0.222130225967518,0.362187073498123,-0.613302467760959,-0.940442862536774,0.496182410601737,0.541028335159184
"103","social_activities_ordinal","sTREM_1","social_activities_ordinal.Q",0.124686115716069,0.304149255226973,0.409950422607549,-0.478522196835137,0.727894428267274,0.682693717300882
"104","social_activities_ordinal","sTREM_1","social_activities_ordinal.C",-0.0632522493969299,0.232021685842314,-0.272613523892406,-0.523412539737882,0.396908040944023,0.785696099663825
"105","social_activities_ordinal","sRAGE","social_activities_ordinal.L",-0.247561889553183,0.371991237778361,-0.66550462594682,-0.985318773608904,0.490194994502539,0.507215364847943
"106","social_activities_ordinal","sRAGE","social_activities_ordinal.Q",0.0289022216366386,0.312382374192696,0.0925219347324952,-0.590634540558941,0.648438983832218,0.926463083480861
"107","social_activities_ordinal","sRAGE","social_activities_ordinal.C",0.0341034733840478,0.238302359259522,0.143110095468705,-0.438513051350285,0.50671999811838,0.886482826931423
"108","social_activities_ordinal","GM_CSF","social_activities_ordinal.L",-0.661658610415692,0.269801187031872,-2.45239325184114,-1.19674563087332,-0.126571589958063,0.0158717860383948
"109","social_activities_ordinal","GM_CSF","social_activities_ordinal.Q",-0.131335324725767,0.226567528494421,-0.579674084801611,-0.580678580358691,0.318007930907158,0.563400220596749
"110","social_activities_ordinal","GM_CSF","social_activities_ordinal.C",0.00750387354311728,0.172838101737822,0.0434156211371722,-0.335279736484211,0.350287483570446,0.965454280464267
"111","social_activities_nominal","IL_10","social_activities_nominalVery good",0.11953582475254,0.239176496590191,0.499780816496173,-0.354814345207317,0.593885994712396,0.618295424883482
"112","social_activities_nominal","IL_10","social_activities_nominalGood",-0.219418953979023,0.289369109346676,-0.758266680484371,-0.793314333151314,0.354476425193269,0.450022878132144
"113","social_activities_nominal","IL_10","social_activities_nominalFair",-0.847472592448715,0.452420476961904,-1.87319680607665,-1.74474190276856,0.0497967178711344,0.0638765110740678
"114","social_activities_nominal","IFN_gamma","social_activities_nominalVery good",-0.0637606113642963,0.253430672238176,-0.251589954764329,-0.566380576800105,0.438859354071512,0.801859311682367
"115","social_activities_nominal","IFN_gamma","social_activities_nominalGood",-0.251730257807694,0.306614608676804,-0.820998904435887,-0.859828017460144,0.356367501844755,0.413543053992907
"116","social_activities_nominal","IFN_gamma","social_activities_nominalFair",-0.770865076141023,0.479383330909923,-1.60803479478069,-1.72160884793674,0.179878695654696,0.110888682882071
"117","social_activities_nominal","IL_12p70","social_activities_nominalVery good",-0.0994487979811323,0.241848868992162,-0.411202245416972,-0.579098988307301,0.380201392345036,0.681778554246731
"118","social_activities_nominal","IL_12p70","social_activities_nominalGood",-0.182444619545456,0.292602295018452,-0.623524226062379,-0.762752259933977,0.397863020843065,0.534318455658704
"119","social_activities_nominal","IL_12p70","social_activities_nominalFair",-0.675158507666665,0.457475471971682,-1.4758354251361,-1.58245320834142,0.232136193008087,0.143038666334286
"120","social_activities_nominal","IFN_alpha2","social_activities_nominalVery good",-0.206756400279391,0.215190324220366,-0.960807141438486,-0.633535654607817,0.220022854049036,0.338899260957558
"121","social_activities_nominal","IFN_alpha2","social_activities_nominalGood",-0.390904477853149,0.2603492958021,-1.50146162926551,-0.907245901334473,0.125436945628175,0.136295692140588
"122","social_activities_nominal","IFN_alpha2","social_activities_nominalFair",-0.86465120280769,0.407048813363033,-2.1241953653272,-1.67193651952318,-0.0573658860922046,0.0360474820307962
"123","social_activities_nominal","CX3CL1","social_activities_nominalVery good",-0.205479350128448,0.277069116548446,-0.74161766092223,-0.754980594603039,0.344021894346144,0.460006675348284
"124","social_activities_nominal","CX3CL1","social_activities_nominalGood",-0.139947938944058,0.33521372135686,-0.417488694608276,-0.804765293347198,0.524869415459083,0.677189957805831
"125","social_activities_nominal","CX3CL1","social_activities_nominalFair",-0.0770450254743588,0.524097240520423,-0.147005211089938,-1.11646829097322,0.962378240024506,0.883415267354697
"126","social_activities_nominal","IFN_lambda1","social_activities_nominalVery good",-0.452055676204645,0.246619946225506,-1.83300533117176,-0.941168172939648,0.0370568205303587,0.0696901521817433
"127","social_activities_nominal","IFN_lambda1","social_activities_nominalGood",-0.422867033027975,0.298374611233963,-1.41723530456951,-1.01462270119901,0.168888635143064,0.15943196795831
"128","social_activities_nominal","IFN_lambda1","social_activities_nominalFair",-0.969127142346151,0.466500326287655,-2.07744151018785,-1.89432051299758,-0.0439337716947263,0.040248160444847
"129","social_activities_nominal","IFN_lambda2_3","social_activities_nominalVery good",-0.0763617293280115,0.24565054339152,-0.310855120748932,-0.563551644180529,0.410828185524506,0.756538972332109
"130","social_activities_nominal","IFN_lambda2_3","social_activities_nominalGood",-0.21325126111189,0.297201773439833,-0.717530244330998,-0.802680882138195,0.376178359914416,0.474671166951803
"131","social_activities_nominal","IFN_lambda2_3","social_activities_nominalFair",-0.667582497384614,0.464666627329887,-1.43669129246648,-1.58913915864079,0.253974163871561,0.153836340393533
"132","social_activities_nominal","sTREM_1","social_activities_nominalVery good",-0.280600304492743,0.280586034869895,-1.00005085649703,-0.837076526974361,0.275875917988874,0.319629535026994
"133","social_activities_nominal","sTREM_1","social_activities_nominalGood",-0.295078163888114,0.339468685940885,-0.869235296534828,-0.968334236988033,0.378177909211805,0.386739490085823
"134","social_activities_nominal","sTREM_1","social_activities_nominalFair",-0.326306236948717,0.530749758167891,-0.614802422284848,-1.37892320217028,0.726310728272844,0.540041050401998
"135","social_activities_nominal","sRAGE","social_activities_nominalVery good",-0.109112190470247,0.288181313061455,-0.378623406601589,-0.680651855858765,0.462427474918271,0.705746837644944
"136","social_activities_nominal","sRAGE","social_activities_nominalGood",-0.265579844059442,0.348657878511499,-0.761720472783417,-0.957060513304077,0.425900825185193,0.447967479647435
"137","social_activities_nominal","sRAGE","social_activities_nominalFair",-0.316887591256409,0.545116802718976,-0.581320534747438,-1.3979982008025,0.764223018289683,0.562294434855951
"138","social_activities_nominal","GM_CSF","social_activities_nominalVery good",-0.157855732896952,0.209014762844252,-0.755237241374087,-0.572387217774285,0.256675751980381,0.45183019412389
"139","social_activities_nominal","GM_CSF","social_activities_nominalGood",-0.463825961856645,0.252877756078932,-1.83419043670994,-0.96534934849876,0.037697424785469,0.0695126254528413
"140","social_activities_nominal","GM_CSF","social_activities_nominalFair",-0.884352344205126,0.395367270807135,-2.23678693079409,-1.66847007641385,-0.100234611996398,0.0274555581174802
"141","social_activities_d","IL_10","social_activities_dLow",-0.862405084768978,0.419340392485905,-2.05657527922967,-1.69387961990924,-0.0309305496287162,0.0422064749763322
"142","social_activities_d","IFN_gamma","social_activities_dLow",-0.682574204120463,0.442070565370682,-1.54403902360727,-1.55911847323266,0.193970064991738,0.125587516220547
"143","social_activities_d","IL_12p70","social_activities_dLow",-0.58323209258746,0.421178071844775,-1.38476367022832,-1.41835040642883,0.251886221253908,0.169060187219446
"144","social_activities_d","IFN_alpha2","social_activities_dLow",-0.671007759960397,0.378149740088196,-1.77444987745833,-1.4208088403889,0.078793320468105,0.0788870283110789
"145","social_activities_d","CX3CL1","social_activities_dLow",0.0612644815907595,0.482875613971976,0.126874250465494,-0.896188661136036,1.01871762431755,0.899282574033271
"146","social_activities_d","IFN_lambda1","social_activities_dLow",-0.639800156549506,0.436076063990244,-1.46717559018286,-1.50445843676579,0.224858123666775,0.145317213208193
"147","social_activities_d","IFN_lambda2_3","social_activities_dLow",-0.581060721158417,0.428069207533335,-1.35739901616999,-1.42984288409686,0.267721441780022,0.177564880002995
"148","social_activities_d","sTREM_1","social_activities_dLow",-0.114786081070958,0.490403203235964,-0.234064704947955,-1.08716504276524,0.857592880623328,0.815390520709317
"149","social_activities_d","sRAGE","social_activities_dLow",-0.201781624283829,0.502321786577935,-0.401697934820755,-1.19779293507057,0.794229686502917,0.6887227815737
"150","social_activities_d","GM_CSF","social_activities_dLow",-0.700485760003301,0.369359136532706,-1.89648959703282,-1.4328566974361,0.031885177429499,0.0606437382990234
"151","social_activities2_d","IL_10","social_activities2_dLow",-0.434196796911844,0.21981798472414,-1.9752560167301,-0.870055254477715,0.00166166065402795,0.0508638506875837
